Property_URL,Address,Postcode,Description,Date_Listed,Bedrooms,Asking_Price,Last_Sold_Price,Last_Sold_v_Asking_Price,Last_Sold_Date,Tenure,Agent,Agent_Address,Agent_Phone_Number
https://www.rightmove.co.uk/property-for-sale/property-65935447.html,"Yorkfield House, Tadcaster Mews, Copmanthorpe",YO23 3UL,4 bedroom detached house,22 June 2018,4,810000,,,,,"Peter Moody & Company, York",,01904 200094
https://www.rightmove.co.uk/property-for-sale/property-65935342.html,"Swale House, Tadcaster Mews, Copmanthorpe",YO23 3UL,5 bedroom detached house,22 June 2018,5,910000,,,,,"Peter Moody & Company, York",,01904 200094
https://www.rightmove.co.uk/property-for-sale/property-74769275.html,"Jamieson Terrace, York, YO23",YO23 1HF,5 bedroom end of terrace house,01 August 2018,5,500000,,,,Freehold,"Preston Baker, York",,01904 200064
https://www.rightmove.co.uk/property-for-sale/property-55025730.html,"Derwent Way, York, YO31",YO31 0RJ,3 bedroom town house,25 June 2018,3,325000,,,,Freehold,"Lancaster Samms, York",,01904 200091
https://www.rightmove.co.uk/property-for-sale/property-73994711.html,"Centurion Square, Skeldergate, York, YO1",YO1 6DP,2 bedroom apartment,20 June 2018,2,285000,,,,Leasehold,"Carter Jonas, York",,01904 200062
https://www.rightmove.co.uk/property-for-sale/property-67388728.html,"Gay Meadows, Stockton on the Forest, York, YO32 9UJ",YO32 9UJ,4 bedroom detached house,25 June 2018,4,350000,,,,Freehold,"Hunters, York",,01904 200050
https://www.rightmove.co.uk/property-for-sale/property-73394837.html,"Phoenix Boulevard, York, YO26",YO26 4WX,2 bedroom flat,02 May 2018,2,180000,155000,25000,2003,,"Preston Baker, York",,01904 200064
https://www.rightmove.co.uk/property-for-sale/property-65964739.html,"Huntsmans Walk, York, YO24",YO24 3JU,3 bedroom detached bungalow,25 June 2018,3,220000,,,,,"Reeds Rains , Acomb",,01904 200089
https://www.rightmove.co.uk/property-for-sale/property-52720869.html,"The Hungate, Hungate Sreet, York, YO1",YO1 7NP,1 bedroom apartment,29 January 2018,1,195000,,,,,"Ernest-Brooks International, London",,020 3858 2826
https://www.rightmove.co.uk/property-for-sale/property-65897584.html,"Mill Lane, York, YO32",YO32 2PZ,5 bedroom detached house,20 June 2018,5,525000,175000,350000,1999,Freehold,"Purplebricks, covering Yorkshire",,0121 396 0883
https://www.rightmove.co.uk/property-for-sale/property-65990632.html,"Principal Rise, York, YO24",YO24 1UF,5 bedroom detached house,27 June 2018,5,575000,,,,Freehold,"Purplebricks, covering Yorkshire",,0121 396 0883
https://www.rightmove.co.uk/property-for-sale/property-65145442.html,"Shelley Grove, York, YO30",YO30 5SP,3 bedroom semi-detached house,01 May 2018,3,250000,230000,20000,2015,Freehold,"Purplebricks, covering Yorkshire",,0121 396 0883
https://www.rightmove.co.uk/property-for-sale/property-63010570.html,"Berkeley Statesman, York",YO31 7PW,2 bedroom park home,04 December 2017,2,30000,,,,Freehold,"R M English York Limited, York and Surrounding Villages",,01904 200032
https://www.rightmove.co.uk/property-for-sale/property-52592502.html,"Cedar House, York Road, Dunnington, YORK",YO19 5LF,4 bedroom detached house,05 June 2017,4,760000,,,,Freehold,"R M English York Limited, York and Surrounding Villages",,01904 200032
https://www.rightmove.co.uk/property-for-sale/property-74157923.html,"Shannon House, Margaret Street, York, YO10",YO10 4UU,2 bedroom flat,27 June 2018,2,160000,,,,Leasehold,"Preston Baker, York",,01904 200064
https://www.rightmove.co.uk/property-for-sale/property-55131960.html,"Acomb Road, York",YO24 4HA,2 bedroom apartment,29 June 2018,2,195000,,,,Leasehold,"Churchills Estate Agents, Acomb",,01904 200063
https://www.rightmove.co.uk/property-for-sale/property-66753991.html,"Beech Avenue, Holgate",YO24 4JJ,2 bedroom apartment,14 May 2018,2,160000,43400,116600,1999,Leasehold,"Linley and Simpson incorporating Coalters, York - Sales",,01904 200104
https://www.rightmove.co.uk/property-for-sale/property-64892158.html,"Astonthorpe House, 308 Tadcaster Road, York, YO24",YO24 1HF,2 bedroom apartment,12 April 2018,2,330000,,,,Leasehold,"Savills, York",,01904 200057
https://www.rightmove.co.uk/property-for-sale/property-54103023.html,"Centurion Square, Skeldergate, York, North Yorkshire, YO1",YO1 6DP,2 bedroom apartment,25 April 2018,2,260000,,,,Leasehold,"Belvoir Sales, York",,01904 200015
https://www.rightmove.co.uk/property-for-sale/property-52939227.html,"St Marys, York",YO30 7DD,1 bedroom flat,13 February 2018,1,154995,,,,,"Ben Faulkes & Co, York",,01904 500350
https://www.rightmove.co.uk/property-for-sale/property-66135865.html,"Aviator Court, Clifton Moor, York",YO30 4UZ,1 bedroom flat,03 July 2018,1,132500,,,,Leasehold,"Churchills Estate Agents, York",,01904 200031
https://www.rightmove.co.uk/property-for-sale/property-72801455.html,"Shipton Road, Skelton, York",YO30 1XW,3 bedroom detached bungalow,26 April 2018,3,500000,,,,Freehold,"Ashtons Estate Agents, York City",,01904 200093
https://www.rightmove.co.uk/property-for-sale/property-72790532.html,Thornton House Copmanthorpe Lane Bishopthorpe,YO23 2RS,6 bedroom detached house,25 April 2018,6,800000,600000,200000,2008,Freehold,"Naish Estate Agents & Solicitors, York",,01904 200041
https://www.rightmove.co.uk/property-for-sale/property-65212330.html,"Castlegate, York, YO1",YO1 9RP,4 bedroom terraced house,05 May 2018,4,875000,,,,Freehold,"Savills, York",,01904 200057
https://www.rightmove.co.uk/property-for-sale/property-68838740.html,"Buckingham Court, York, YO1",YO1 6EQ,2 bedroom flat,14 September 2017,2,170000,,,,,"Reeds Rains , York",,01904 200042
https://www.rightmove.co.uk/property-for-sale/property-72965795.html,"The Village, Earswick, York, YO32",YO32 9SL,5 bedroom detached house,03 May 2018,5,895000,770000,125000,2006,Freehold,"Carter Jonas, York",,01904 200062
https://www.rightmove.co.uk/property-for-sale/property-65106118.html,"The Square, Dringhouses, York, YO24",YO24 1UR,2 bedroom duplex,29 April 2018,2,355000,280000,75000,2010,Leasehold,"Savills, York",,01904 200057
https://www.rightmove.co.uk/property-for-sale/property-65129509.html,"Main Street, Bishopthorpe, York, YO23",YO23 2RA,6 bedroom detached house,01 May 2018,6,1295000,,,,,"Carter Jonas, York",,01904 200062
https://www.rightmove.co.uk/property-for-sale/property-65307412.html,"Aviator Court, Clifton Moor, York",YO30 4UZ,2 bedroom flat,11 May 2018,2,165000,,,,Leasehold,"Churchills Estate Agents, York",,01904 200031
https://www.rightmove.co.uk/property-for-sale/property-73105103.html,"Fossbridge House, Walmgate, YORK, YO1",YO1 9SY,2 bedroom apartment,10 May 2018,2,525000,,,,Leasehold,"Carter Jonas, York",,01904 200062
https://www.rightmove.co.uk/property-for-sale/property-65303530.html,"Huntington Road, Monkgate, York",YO31 8RL,4 bedroom end of terrace house,11 May 2018,4,450000,180000,270000,2014,Freehold,"Churchills Estate Agents, York",,01904 200031
https://www.rightmove.co.uk/property-for-sale/property-72799412.html,"Mount Vale, York, North Yorkshire, YO24",YO24 1DL,5 bedroom terraced house,26 April 2018,5,750000,650000,100000,2008,Freehold,"Windsor Court Properties, Knaresborough",,01423 429046
https://www.rightmove.co.uk/property-for-sale/property-68102620.html,"Beech Avenue, York, YO24",YO24 4JJ,3 bedroom semi-detached house,16 May 2018,3,270000,,,,Freehold,"Purplebricks, covering Yorkshire",,0121 396 0883
https://www.rightmove.co.uk/property-for-sale/property-64992688.html,"Stones Close, York, YO24",YO24 4PA,2 bedroom semi-detached bungalow,21 April 2018,2,190000,154950,35050,2008,Freehold,"Purplebricks, covering Yorkshire",,0121 396 0883
https://www.rightmove.co.uk/property-for-sale/property-64211665.html,"Westgate Apartments, Leeman Road, York, YO26",YO26 4ZF,2 bedroom apartment,25 February 2018,2,499999,,,,Leasehold,"Savills, York",,01904 200057
https://www.rightmove.co.uk/property-for-sale/property-73336649.html,"Popes Head Court, Peter Lane, York, YO1",YO1 8SU,2 bedroom flat,21 May 2018,2,260000,,,,,"Preston Baker, York",,01904 200064
https://www.rightmove.co.uk/property-for-sale/property-73336646.html,"Popes Head Court, Peter Lane, York, YO1",YO1 8SU,2 bedroom flat,21 May 2018,2,260000,,,,Leasehold,"Preston Baker, York",,01904 200064
https://www.rightmove.co.uk/property-for-sale/property-54563325.html,"Yorkshire Court, 18 York Road, Acomb, YORK",YO24 4LU,2 bedroom semi-detached bungalow,24 May 2018,2,185000,,,,,"Ashtons Estate Agents, York City",,01904 200093
https://www.rightmove.co.uk/property-for-sale/property-66781273.html,"Holgate Road, York, YO24",YO24 4AB,4 bedroom terraced house,03 August 2018,4,685000,,,,Freehold,"Savills, York",,01904 200057
https://www.rightmove.co.uk/property-for-sale/property-58270794.html,"Wheatcroft, Strensall, York, YO32",YO32 5AE,3 bedroom detached bungalow,22 May 2018,3,265000,164000,101000,2013,Freehold,"Emoov, National",,03339 392206
https://www.rightmove.co.uk/property-for-sale/property-74831000.html,"Masters Mews, College Court, Dringhouses, York, YO24",YO24 1UG,2 bedroom flat,03 August 2018,2,160000,,,,Leasehold,"Preston Baker, York",,01904 200064
https://www.rightmove.co.uk/property-for-sale/property-76437944.html,"Kenilworth 4 at The Granary, Water Lane,
North Yorkshire,
YO30 6PQ",YO30 6PQ,4 bedroom terraced house,23 May 2018,4,299950,,,,,Redrow Homes,,01904 200160
https://www.rightmove.co.uk/property-for-sale/property-55879512.html,Hungate Development,YO1 7PD,1 bedroom apartment,04 August 2018,1,186000,,,,,"Belvoir Sales, York",,01904 200015
https://www.rightmove.co.uk/property-for-sale/property-66793222.html,"Andrew Drive, Huntington, York",YO32 9YF,3 bedroom detached bungalow,04 August 2018,3,230000,,,,Freehold,"Y Homes, York",,01904 200070
https://www.rightmove.co.uk/property-for-sale/property-66286081.html,"The Residence, Bishopthorpe Road, York, YO23",YO23 1FF,2 bedroom apartment,11 July 2018,2,499950,,,,Leasehold,"Carter Jonas, York",,01904 200062
https://www.rightmove.co.uk/property-for-sale/property-54469611.html,"Gale Lane, Acomb, York",YO24 3AQ,2 bedroom end of terrace house,18 May 2018,2,185000,150000,35000,2007,,"Ashtons Estate Agents, York City",,01904 200093
https://www.rightmove.co.uk/property-for-sale/property-55912557.html,"3, Queenswood Grove, York YO24 4PW",YO24 4PW,3 bedroom semi-detached house,06 August 2018,3,250000,,,,Freehold,"EweMove, York",,01904 200147
https://www.rightmove.co.uk/property-for-sale/property-71057612.html,"Carron Crescent, York, YO24 2XY",YO24 2XY,4 bedroom detached house,19 January 2018,4,319900,189950,129950,2004,,"Hudson Moody, Micklegate",,01904 200036
https://www.rightmove.co.uk/property-for-sale/property-66753217.html,"Phoenix Boulevard, Leeman Road",YO26 4WX,3 bedroom apartment,09 July 2018,3,385000,236000,149000,2001,Leasehold,"Linley and Simpson incorporating Coalters, York - Sales",,01904 200104
https://www.rightmove.co.uk/property-for-sale/property-74889164.html,"College Court, York",YO24 1UG,2 bedroom flat,07 August 2018,2,165000,,,,,"YOPA, National",,01303 473360
https://www.rightmove.co.uk/property-for-sale/property-66829387.html,"The Beeches, Skelton, York",YO30 1YZ,4 bedroom detached house,07 August 2018,4,325000,,,,Freehold,"Churchills Estate Agents, York",,01904 200031
https://www.rightmove.co.uk/property-for-sale/property-72458309.html,"Fulford Park, Fulford, York, North Yorkshire, YO10",YO10 4QE,5 bedroom detached house,07 April 2018,5,895000,665000,230000,2002,Freehold,"Preston Baker, York",,01904 200064
https://www.rightmove.co.uk/property-for-sale/property-55943934.html,"Hempland Avenue, York, North Yorkshire, England, YO31",YO31 1DA,4 bedroom detached house,07 August 2018,4,630000,360000,270000,2015,,"Bridgfords, York",,01904 200065
https://www.rightmove.co.uk/property-for-sale/property-55964895.html,"Hillfield House, Askham Lane, York, YO24",YO24 3HB,5 bedroom detached house,08 August 2018,5,850000,,,,Freehold,"Lancaster Samms, York",,01904 200091
https://www.rightmove.co.uk/property-for-sale/property-54789447.html,"The Beeches, Skelton, York, YO30",YO30 1YZ,4 bedroom detached house,08 June 2018,4,325000,,,,,"Reeds Rains , Haxby",,01904 200048
https://www.rightmove.co.uk/property-for-sale/property-55963485.html,"Holgate Road, Holgate, York YO24 4DF",YO24 4DF,11 bedroom semi-detached house,08 August 2018,11,1500000,,,,Freehold,"EweMove, York",,01904 200147
https://www.rightmove.co.uk/property-for-sale/property-66838144.html,"Malvern Avenue, York",YO26 5SG,7 bedroom detached house,07 August 2018,7,369950,73000,296950,2001,,"Peter Moody & Company, York",,01904 200094
https://www.rightmove.co.uk/property-for-sale/property-66887383.html,"Cavendish Grove, York, YO10",YO10 3ND,3 bedroom semi-detached house,09 August 2018,3,260000,,,,Freehold,"Purplebricks, covering Yorkshire",,0121 396 0883
https://www.rightmove.co.uk/property-for-sale/property-74913977.html,"Almsford Road, Acomb, York",YO26 5NU,3 bedroom semi-detached house,09 August 2018,3,239950,,,,Freehold,"Ashtons Estate Agents, York City",,01904 200093
https://www.rightmove.co.uk/property-for-sale/property-55991457.html,"Beech Grove, York YO26 5LD",YO26 5LD,3 bedroom semi-detached house,09 August 2018,3,315000,182000,133000,2005,,"Hudson Moody, Poppleton",,01904 200038
https://www.rightmove.co.uk/property-for-sale/property-66851572.html,"Moorland Garth, Strensall, York, YO32",YO32 5UW,4 bedroom bungalow,08 August 2018,4,350000,200000,150000,2011,Freehold,"Preston Baker, York",,01904 200064
https://www.rightmove.co.uk/property-for-sale/property-66199447.html,"Terry Street, York",YO23 1LR,3 bedroom semi-detached house,06 July 2018,3,275000,,,,Freehold,"Churchills Estate Agents, York",,01904 200031
https://www.rightmove.co.uk/property-for-sale/property-54383718.html,"Eliot Court, Fulford",YO10 4LP,2 bedroom flat,15 May 2018,2,164995,66500,98495,2000,,"Ben Faulkes & Co, York",,01904 500350
https://www.rightmove.co.uk/property-for-sale/property-66219442.html,"Keble Park North, York, Yorkshire, YO23 2SX",YO23 2SX,3 bedroom semi-detached house,08 July 2018,3,275000,,,,Freehold,"House Network, National",,01245 930165
https://www.rightmove.co.uk/property-for-sale/property-66205216.html,"Hardwicke Close, Boroughbridge Road, York",YO26 5FB,4 bedroom detached house,06 July 2018,4,375000,299950,75050,2013,Freehold,"Y Homes, York",,01904 200070
https://www.rightmove.co.uk/property-for-sale/property-66915931.html,"CAROUSEL HOUSE at The Chocolate Works,York, Campleshon Road, 
YO23 1EY",YO23 1EY,2 bedroom house,11 August 2018,2,322995,,,,,David Wilson Homes,,01904 200143
https://www.rightmove.co.uk/property-for-sale/property-72306458.html,"Albemarle Road, York",YO23 1EW,2 bedroom flat,29 March 2018,2,215000,,,,,"Stephensons, Town & City",,01904 200054
https://www.rightmove.co.uk/property-for-sale/property-66201427.html,"Bishopthorpe Road, York",YO23 1LG,4 bedroom terraced house,06 July 2018,4,395000,243750,151250,2009,Freehold,"Churchills Estate Agents, York",,01904 200031
https://www.rightmove.co.uk/property-for-sale/property-73008353.html,"Ashville, Malton Road, York, YO31 9LT",YO31 9LT,3 bedroom terraced house,04 May 2018,3,279500,175000,104500,2009,,"Hudson Moody, Micklegate",,01904 200036
https://www.rightmove.co.uk/property-for-sale/property-75762563.html,"Moor Lane, Strensall, YORK",YO32 5UQ,5 bedroom detached house,20 June 2018,5,650000,,,,Freehold,"Ashtons Estate Agents, York City",,01904 200093
https://www.rightmove.co.uk/property-for-sale/property-66286315.html,"Merchant Exchange, Skeldergate,York, YO1 6LT",YO1 6LT,2 bedroom apartment,11 July 2018,2,400000,,,,,"Hudson Moody, Micklegate",,01904 200036
https://www.rightmove.co.uk/property-for-sale/property-55354689.html,"Fulford Road, Fulford, York YO10 4HE",YO10 4HE,10 bedroom detached house,11 July 2018,10,1300000,,,,Freehold,"EweMove, York",,01904 200147
https://www.rightmove.co.uk/property-for-sale/property-69399239.html,"Tower Street, York YO1 9SA",YO1 9SA,3 bedroom end of terrace house,13 October 2017,3,595000,,,,,"Hudson Moody, Micklegate",,01904 200036
https://www.rightmove.co.uk/property-for-sale/property-71140439.html,"Haxby Road, York, YO31 8JX",YO31 8JX,3 bedroom terraced house,27 January 2018,3,325000,,,,,"Hudson Moody, Micklegate",,01904 200036
https://www.rightmove.co.uk/property-for-sale/property-55350543.html,"Millfield Road, Scarcroft Road, YORK",YO23 1NQ,3 bedroom terraced house,11 July 2018,3,375000,168000,207000,2003,Freehold,"Ashtons Estate Agents, York City",,01904 200093
https://www.rightmove.co.uk/property-for-sale/property-76230830.html,"Astley House, 123 Clifton, York, YO30 6BL",YO30 6BL,12 bedroom terraced house,12 July 2018,12,575000,,,,,"Hudson Moody, Micklegate",,01904 200036
https://www.rightmove.co.uk/property-for-sale/property-66371047.html,"Westgate Apartments, Leeman Road, York, YO26",YO26 4ZP,1 bedroom apartment,13 July 2018,1,249950,,,,Leasehold,"Savills, York",,01904 200057
https://www.rightmove.co.uk/property-for-sale/property-65590081.html,"Biba House, St. Saviours Place, York, YO1",YO1 7PJ,3 bedroom apartment,03 June 2018,3,598000,,,,Leasehold,"Savills, York",,01904 200057
https://www.rightmove.co.uk/property-for-sale/property-58005348.html,"Knapton Close, Strensall, York",YO32 5ZF,2 bedroom semi-detached bungalow,10 July 2018,2,190000,178950,11050,2015,,"Quantum Estate Agents, York",,01904 200028
https://www.rightmove.co.uk/property-for-sale/property-55486965.html,"Hansom Place, Wigginton Road, YORK",YO31 8FQ,2 bedroom retirement property,17 July 2018,2,157000,149000,8000,2008,,"Ashtons Estate Agents, York City",,01904 200093
https://www.rightmove.co.uk/property-for-sale/property-76235438.html,"Centurion Square, Skeldergate",YO1 6DP,2 bedroom apartment,06 November 2017,2,240000,,,,Leasehold,"Linley and Simpson incorporating Coalters, York - Sales",,01904 200104
https://www.rightmove.co.uk/property-for-sale/property-55399656.html,"Whitecross Gardens, Huntington Road, YORK",YO31 8JH,2 bedroom apartment,12 July 2018,2,210000,137000,73000,2003,Leasehold,"Ashtons Estate Agents, York City",,01904 200093
https://www.rightmove.co.uk/property-for-sale/property-66475615.html,"Barstow Avenue, York, YO10",YO10 3HE,3 bedroom semi-detached house,18 July 2018,3,200000,,,,Freehold,"Preston Baker, York",,01904 200064
https://www.rightmove.co.uk/property-for-sale/property-66463054.html,"Hazelnut Grove, York, YO30",YO30 6RA,3 bedroom detached house,17 July 2018,3,250000,139995,110005,2004,Freehold,"Purplebricks, covering Yorkshire",,0121 396 0883
https://www.rightmove.co.uk/property-for-sale/property-73480019.html,"Fulford Road, York, North Yorkshire, YO10",YO10 4BD,3 bedroom apartment,,3,500000,,,,Leasehold,"Chestnut Solutions Property Specialists, York",,01904 200004
https://www.rightmove.co.uk/property-for-sale/property-73479899.html,"Fulford Road, York, North Yorkshire, YO10",YO10 4BD,2 bedroom apartment,,2,325000,,,,Leasehold,"Chestnut Solutions Property Specialists, York",,01904 200004
https://www.rightmove.co.uk/property-for-sale/property-54585405.html,"Murton Lane, Murton, York, YO19 5UF",YO19 5UF,4 bedroom detached bungalow,25 May 2018,4,350000,,,,,"Hudson Moody, Dunnington",,01904 200154
https://www.rightmove.co.uk/property-for-sale/property-55518717.html,"Balfour Way, Strensall, York",YO32 5AH,3 bedroom detached bungalow,18 July 2018,3,300000,112000,188000,2000,Freehold,"William H. Brown, Haxby",,01904 200161
https://www.rightmove.co.uk/property-for-sale/property-65516320.html,"Manor Lane, Rawcliffe, YO30",YO30 5XX,3 bedroom semi-detached house,29 May 2018,3,300000,,,,Freehold,"Indigo Greens, York",,01904 200117
https://www.rightmove.co.uk/property-for-sale/property-66753709.html,"Lendal House, Fulford Place",YO10 4FE,2 bedroom apartment,06 June 2018,2,185000,,,,Leasehold,"Linley and Simpson incorporating Coalters, York - Sales",,01904 200104
https://www.rightmove.co.uk/property-for-sale/property-77486210.html,"New Lane, Bishopthorpe, York",YO23 2QS,3 bedroom cottage,07 June 2018,3,365000,,,,,"Hudson Moody, Micklegate",,01904 200036
https://www.rightmove.co.uk/property-for-sale/property-58005339.html,"Keswick Way, Huntington, York",YO32 9QP,2 bedroom town house,31 May 2018,2,170000,71000,99000,2002,,"Quantum Estate Agents, York",,01904 200028
https://www.rightmove.co.uk/property-for-sale/property-51754170.html,"Jacobs Court, York",YO30 6AH,2 bedroom apartment,,2,170000,161000,9000,2015,Leasehold,"William H. Brown, York",,01904 200025
https://www.rightmove.co.uk/property-for-sale/property-65703049.html,"19, York, YO1",YO1 6ET,2 bedroom apartment,09 June 2018,2,190000,,,,Leasehold,"Purplebricks, covering Yorkshire",,0121 396 0883
https://www.rightmove.co.uk/property-for-sale/property-65695333.html,"Broome Way, York, YO32",YO32 9RL,4 bedroom semi-detached house,08 June 2018,4,290000,69000,221000,1998,Freehold,"Purplebricks, covering Yorkshire",,0121 396 0883
https://www.rightmove.co.uk/property-for-sale/property-73683395.html,"Clifton, York, YO30 6BD",YO30 6BD,3 bedroom terraced house,07 June 2018,3,395000,110000,285000,2003,,"Hudson Moody, Micklegate",,01904 200036
https://www.rightmove.co.uk/property-for-sale/property-65852986.html,"Hamilton Drive West, York",YO24 4PL,4 bedroom apartment,13 June 2018,4,225000,124950,100050,2004,,"Churchills Estate Agents, Acomb",,01904 200063
https://www.rightmove.co.uk/property-for-sale/property-73876187.html,"Leetham House, Hungate, YORK",YO1 7PB,1 bedroom apartment,15 June 2018,1,170000,,,,Leasehold,"Ashtons Estate Agents, York City",,01904 200093
https://www.rightmove.co.uk/property-for-sale/property-73818767.html,"Nunnery Lane, York, YO23 1AH",YO23 1AH,3 bedroom terraced house,13 June 2018,3,300000,243000,57000,2014,,"Hudson Moody, Micklegate",,01904 200036
https://www.rightmove.co.uk/property-for-sale/property-73560518.html,56 Clifton York YO30 6AW,YO30 6AW,4 bedroom detached house,01 June 2018,4,650000,125000,525000,1998,Freehold,"Naish Estate Agents & Solicitors, York",,01904 200041
https://www.rightmove.co.uk/property-for-sale/property-73876421.html,"Gladstone Street, Acomb, YORK",YO24 4NG,2 bedroom terraced house,15 June 2018,2,175000,71500,103500,2002,Freehold,"Ashtons Estate Agents, York City",,01904 200093
https://www.rightmove.co.uk/property-for-sale/property-73880213.html,"Blossom Street, York, North Yorkshire, YO24",YO24 1AQ,8 bedroom terraced house,15 June 2018,8,560000,,,,Freehold,"Preston Baker, York",,01904 200064
https://www.rightmove.co.uk/property-for-sale/property-73796522.html,"Bramham Avenue, Acomb, York",YO26 5DE,3 bedroom end of terrace house,12 June 2018,3,170000,,,,Freehold,"Ashtons Estate Agents, York City",,01904 200093
https://www.rightmove.co.uk/property-for-sale/property-76235462.html,"Gay Meadows, Stockton On The Forest",YO32 9UJ,4 bedroom detached house,30 March 2018,4,350000,225000,125000,2012,Freehold,"Linley and Simpson incorporating Coalters, York - Sales",,01904 200104
https://www.rightmove.co.uk/property-for-sale/property-77149478.html,"Shrewsbury at The Granary, Water Lane,
YO30 6PQ",YO30 6PQ,4 bedroom detached house,16 June 2018,4,329950,,,,,Redrow Homes,,01904 200160
https://www.rightmove.co.uk/property-for-sale/property-73908710.html,55 Keble Park North Bishopthorpe YO23 2SX,YO23 2SX,4 bedroom end of terrace house,18 June 2018,4,325000,,,,Freehold,"Naish Estate Agents & Solicitors, York",,01904 200041
https://www.rightmove.co.uk/property-for-sale/property-67268023.html,"Mill Lane, Askham Richard, York, YO23",YO23 3NW,5 bedroom detached house,31 August 2018,5,1250000,,,,Freehold,"Preston Baker, Land & New Homes",,01904 200124
https://www.rightmove.co.uk/property-for-sale/property-57237093.html,"Orchard Garth, Copmanthorpe",YO23 3YP,4 bedroom detached house,14 February 2018,4,585000,405000,180000,2010,Freehold,"Wishart Estate Agents, York",,01904 200000
https://www.rightmove.co.uk/property-for-sale/property-68476597.html,"Borrowdale Drive, York, YO30 5SX",YO30 5SX,2 bedroom semi-detached bungalow,15 May 2018,2,120000,,,,,"Hunters, York",,01904 200050
https://www.rightmove.co.uk/property-for-sale/property-75300152.html,"Main Street, Copmanthorpe, York, YO23 3SU",YO23 3SU,4 bedroom detached house,31 August 2018,4,750000,460000,290000,2002,,"Hudson Moody, Micklegate",,01904 200036
https://www.rightmove.co.uk/property-for-sale/property-75312341.html,"Acomb Road, Holgate, YORK",YO24 4EN,2 bedroom end of terrace house,01 September 2018,2,195000,,,,,"Ashtons Estate Agents, York City",,01904 200093
https://www.rightmove.co.uk/property-for-sale/property-56353092.html,"Heathfield Road, York",YO10 3AE,4 bedroom semi-detached house,31 August 2018,4,290000,,,,Freehold,"William H. Brown, York",,01904 200025
https://www.rightmove.co.uk/property-for-sale/property-55692210.html,"Albemarle Road, York, YO23 1HD",YO23 1HD,3 bedroom semi-detached house,26 July 2018,3,375000,74000,301000,1996,Freehold,"Hunters, York - Bishopthorpe Road",,01904 200075
https://www.rightmove.co.uk/property-for-sale/property-75300413.html,"West Thorpe, Dringhouses",YO24 2PP,3 bedroom semi-detached house,31 August 2018,3,240000,220000,20000,2016,Freehold,"Linley and Simpson incorporating Coalters, York - Sales",,01904 200104
https://www.rightmove.co.uk/property-for-sale/property-67251532.html,"Russet House Birch Close, York, YO31",YO31 9PN,2 bedroom apartment,30 August 2018,2,160000,,,,Leasehold,"Purplebricks, covering Yorkshire",,0121 396 0883
https://www.rightmove.co.uk/property-for-sale/property-75351242.html,"Carrfield, York, YO24",YO24 2SG,3 bedroom semi-detached house,03 September 2018,3,230000,,,,Freehold,"Preston Baker, York",,01904 200064
https://www.rightmove.co.uk/property-for-sale/property-67121926.html,"The Copper Beeches, Dunnington, York, YO19",YO19 5PU,3 bedroom bungalow,22 August 2018,3,250000,,,,Freehold,"Preston Baker, York",,01904 200064
https://www.rightmove.co.uk/property-for-sale/property-65705257.html,"Hamilton Drive, York, YO24",YO24 4LB,3 bedroom terraced house,09 June 2018,3,225000,147000,78000,2005,Freehold,"Purplebricks, covering Yorkshire",,0121 396 0883
https://www.rightmove.co.uk/property-for-sale/property-56381757.html,"Cheshire Close, Rawcliffe, York",YO30 5NE,3 bedroom town house,03 September 2018,3,265000,192950,72050,2004,Freehold,"Ashtons Estate Agents, York City",,01904 200093
https://www.rightmove.co.uk/property-for-sale/property-72831713.html,"Burton Stone Lane, York, North Yorkshire, YO30",YO30 6BU,5 bedroom semi-detached house,27 April 2018,5,699950,359950,340000,2005,Freehold,"Chestnut Solutions Property Specialists, York",,01904 200004
https://www.rightmove.co.uk/property-for-sale/property-56414646.html,"Leetham House, Leetham Lane, YORK",YO1 7PE,1 bedroom apartment,04 September 2018,1,180000,,,,Leasehold,"Ashtons Estate Agents, York City",,01904 200093
https://www.rightmove.co.uk/property-for-sale/property-57237081.html,"Faber Close, Copmanthorpe",YO23 3XF,4 bedroom detached house,01 August 2018,4,370000,247000,123000,2012,Freehold,"Wishart Estate Agents, York",,01904 200000
https://www.rightmove.co.uk/property-for-sale/property-56419173.html,"Westminster Road, York",YO30 6LZ,3 bedroom semi-detached house,04 September 2018,3,300000,,,,,"Peter Moody & Company, York",,01904 200094
https://www.rightmove.co.uk/property-for-sale/property-74918933.html,"Burton Stone Lane, York, YO30",YO30 6BU,5 bedroom semi-detached house,09 August 2018,5,699950,359950,340000,2005,Freehold,"Carter Jonas, York",,01904 200062
https://www.rightmove.co.uk/property-for-sale/property-64149595.html,"Stonebow House, The Stonebow, York, YO1 7NY",YO1 7NY,2 bedroom apartment,19 February 2018,2,335000,,,,,"Hunters, York",,01904 200050
https://www.rightmove.co.uk/property-for-sale/property-56162952.html,"Woodland Place, New Earswick, York, YO32 4TR",YO32 4TR,2 bedroom terraced house,17 August 2018,2,185000,45000,140000,1996,,"Hunters, Haxby & Strensall Areas",,01904 200076
https://www.rightmove.co.uk/property-for-sale/property-67045771.html,"Westgate Apartments, Leeman Road, York, YO26",YO26 4ZF,2 bedroom apartment,17 August 2018,2,365000,,,,Leasehold,"Savills, York",,01904 200057
